open_nutrition_id,name_pl,alternate_names_pl
fd_T6lumDFm7URp,Pulao,"[""pilaw indyjski"", ""ryż pulao"", ""ryż z warzywami i przyprawami""]"
fd_T6nggbbwzxkh,Pigwa,"[""pigwy"", ""owoc pigwy"", ""pigwa surowa""]"
fd_T85cZ9Nt4Nsr,Pompano z grilla,"[""grillowany pompano"", ""ryba pompano"", ""pompano""]"
fd_T8ABwAv4xo3m,Turšija,"[""kiszone warzywa po bałkańsku"", ""bałkańskie pikle"", ""marynowane warzywa serbskie""]"
fd_T8gAApOsJjOy,Yuca al mojito,"[""maniok z sosem czosnkowym"", ""gotowany maniok"", ""yuca con mojo""]"
fd_T8hCRd6EfXFM,Pizza diavola,"[""pizza z pikantnym salami"", ""diavola"", ""pizza ostra""]"
fd_T8pr5RwBOluc,Wino bezalkoholowe,"[""wino bez alkoholu"", ""wino odalkoholizowane"", ""wino 0%""]"
fd_T8uDdkNNF7rS,Tagine z jagnięciną,"[""tażin z jagnięciną"", ""marokański gulasz z jagnięciny"", ""tadżin jagnięcy""]"
fd_T9QNFBoril8r,Salada de maionese,"[""brazylijska sałatka ziemniaczana"", ""sałatka z majonezem po brazylijsku"", ""sałatka ziemniaczana z marchewką i groszkiem""]"
fd_T9sUxtFjwq7C,Krakersy serowe z parmezanem,"[""krakersy z parmezanem"", ""paluszki serowe z parmezanem"", ""krakersy z serem""]"
fd_TAz5sqtzFX1z,"Krążki cebulowe, mrożone","[""cebula w panierce mrożona"", ""mrożone krążki cebuli""]"
fd_TBht1djN83ww,Bułka pełnoziarnista do kanapek,"[""bułka pszenna pełnoziarnista"", ""długa bułka pełnoziarnista"", ""bułka na hot doga pełnoziarnista""]"
fd_TC9MAowCzKq6,Smoothie z acai,"[""koktajl acai"", ""acai"", ""smoothie jagody acai""]"
fd_TCJgkEg2eDQq,Picarones,"[""peruwiańskie pączki"", ""placki z dyni i batata"", ""smażone obwarzanki peruwiańskie""]"
fd_TCKIhTgC08WG,Gorąca zielona herbata jaśminowa z miodem,"[""herbata jaśminowa z miodem"", ""zielona herbata z miodem"", ""herbata jaśminowa""]"
fd_TCi75rXjxjgH,Jogurt grecki z miodem,"[""jogurt grecki miodowy"", ""jogurt typu greckiego z miodem"", ""jogurt miodowy""]"
fd_TCmMaer4nsIA,"Mielony mintaj, surowy","[""mintaj mielony"", ""mięso mielone z mintaja"", ""farsz z mintaja""]"
fd_TCsAb4eOPTCA,Herbatniki z sosem kiełbasianym,"[""bułeczki z sosem"", ""maślane bułeczki z sosem mięsnym""]"
fd_TDA9A6EhAg6Z,Enchiladas,"[""enchilada"", ""placki enchilada"", ""meksykańskie enchiladas""]"
fd_TDSAxHsYuNiL,Dip warzywny na bazie śmietany,"[""dip do warzyw"", ""kremowy dip warzywny"", ""sos dip warzywny""]"
fd_TDeQaFp91D4l,"Chrupki jogurtowe z owocami jagodowymi, suszone","[""chrupki jogurtowe"", ""liofilizowane chrupki jogurtowe"", ""przekąska jogurtowa dla dzieci""]"
fd_TDeru06NAHEb,Paluszki ziemniaczane smażone,"[""chrupki ziemniaczane"", ""słomka ziemniaczana"", ""przekąska ziemniaczana""]"
fd_TE3HnFnJqqKZ,Ciastka z kawałkami czekolady,"[""ciasteczka z czekoladą"", ""ciastka czekoladowe""]"
fd_TEWcuzHpyyKF,"Cykoria, niesłodzona","[""kawa z cykorii"", ""napój z cykorii"", ""cykoria palona""]"
fd_TFCx1KZK7oww,"Szczypiorek, mrożony","[""mrożony szczypiorek"", ""szczypior mrożony"", ""siekany szczypiorek mrożony""]"
fd_TFUEO6xgpfAF,"Burgery z koziny, surowe","[""kotlety z mięsa koziego"", ""mielone kozie"", ""burger z koziego mięsa""]"
fd_TFWIDJZu9NuO,Bułka wieloziarnista z ziarnami,"[""bułka wieloziarnista"", ""bułka z ziarnami"", ""pieczywo wieloziarniste""]"
fd_TFpDoiRADd7R,Półmisek grillowanych ryb,"[""grillowana ryba"", ""samak mashwi"", ""ryba z grilla"", ""talerz rybny""]"
fd_TGZnaU5884BY,Samboosa z warzywami,"[""sambusa"", ""samosa warzywna"", ""pierożki z warzywami smażone""]"
fd_TH9DKPDZYIL0,"Odżywczy koktajl dla dzieci, czekoladowy","[""napój odżywczy dla dzieci"", ""koktajl czekoladowy dla dzieci"", ""suplement odżywczy dla dzieci""]"
fd_TH9qfYPMq37J,Naleśnik Czarny Las,"[""naleśnik z wiśniami i czekoladą"", ""crepe czarny las"", ""naleśnik czekoladowo-wiśniowy""]"
fd_THcmm3t2S8sA,Cheesesteak z pieczarkami,"[""kanapka philly z pieczarkami"", ""cheesesteak"", ""kanapka z wołowiną i pieczarkami""]"
fd_THeEwTtOtpdj,Pan con bistec,"[""kubańska kanapka ze stekiem"", ""kanapka z wołowiną po kubańsku""]"
fd_TJOwMFHwu5Cv,Smażony ryż z kurczakiem i bazylią,"[""pad kra pao"", ""tajski ryż smażony z kurczakiem"", ""ryż z bazylią tajską""]"
fd_TJYAuoaJMsRa,Mezet kebab,"[""kebab z grilla"", ""bliskowschodni kebab"", ""mezze kebab""]"
fd_TJwvb1j5JCF3,Piwo lekkie,"[""piwo light"", ""piwo niskokaloryczne"", ""lekki lager""]"
fd_TKJmIIz0pJPd,Fish and chips z flądrą,"[""flądra z frytkami"", ""gładzica z frytkami"", ""ryba z frytkami""]"
fd_TKMyjVjF58bY,Filety z prażmy,"[""prażma"", ""filet z prażmy"", ""porgy""]"
fd_TLIKkOFuufHB,Bakłażan w sosie czosnkowym,"[""bakłażan po syczuańsku"", ""chiński bakłażan"", ""bakłażan z czosnkiem""]"
fd_TLV8o8PogGs4,Kanapka z mostkiem wołowym,"[""kanapka brisket"", ""bułka z wędzoną wołowiną"", ""kanapka z wołowiną bbq""]"
fd_TMNEu5s1BW5t,Ghriba,"[""ghoriba"", ""marokańskie kruche ciasteczka"", ""ciastka ghriba""]"
fd_TMghw0C1mCSW,Mozzarella o niskiej wilgotności,"[""mozzarella twarda"", ""mozzarella do pizzy"", ""mozzarella w bloku"", ""ser mozzarella""]"
fd_TMxSFUTTvKtp,Tacos wegetariańskie,"[""tacos warzywne"", ""tacos bez mięsa"", ""wegetariańskie tacos""]"
fd_TNfeXVVzARgB,Kulki taro w mleku kokosowym,"[""taro boba"", ""napój z taro"", ""bubble tea taro"", ""taro z mlekiem kokosowym""]"
fd_TNlvQeMmBxqb,Kakao w proszku,"[""kakao naturalne"", ""ciemne kakao"", ""kakao do pieczenia""]"
fd_TNnqQYQpqWk4,Jajka faszerowane,"[""jajka diabelskie"", ""faszerowane połówki jaj"", ""jajka nadziewane""]"
fd_TOIlrC7660oi,Buza,"[""booza"", ""arabskie lody"", ""lody bliskowschodnie""]"
fd_TPJHRTQwwEU6,Granola słodzona z mieszanką orzechów,"[""granola z orzechami"", ""musli orzechowe"", ""granola orzechowa słodzona""]"
fd_TPklyQgy5RTi,Smażony ryż po yangzhousku,"[""ryż smażony chiński"", ""yang chow"", ""smażony ryż z krewetkami i kurczakiem""]"
fd_TQWXlbTOnMbz,Kubeczki z masłem orzechowym,"[""praliny z masłem orzechowym"", ""czekoladki z masłem orzechowym"", ""cukierki z masłem orzechowym""]"
fd_TQpBRUfmFs4Y,Satay daging (satay z wołowiny),"[""satay wołowy"", ""szaszłyki wołowe satay"", ""sate daging"", ""satay""]"
fd_TR225Vg78sOx,Kanapka z brisketem,"[""kanapka z mostkiem wołowym"", ""kanapka z wędzoną wołowiną"", ""brisket w bułce""]"
fd_TRIxr236nTf6,Rooh Afza,"[""syrop różany"", ""napój różany"", ""rooh afzah""]"
fd_TRSZ5TZHQmZi,Quesadilla salvadoreña,"[""salwadorskie ciasto serowe"", ""słodka quesadilla"", ""ciasto quesadilla""]"
fd_TS8iZNdRxV9d,Congee,"[""kleik ryżowy"", ""owsianka ryżowa"", ""zupa ryżowa"", ""jook""]"
fd_TSKxtMaFVB0L,"Karkówka jagnięca, surowa","[""kotlety z łopatki jagnięciny"", ""łopatka jagnięca"", ""jagnięcina z łopatki""]"
fd_TSU4gQjENxXw,Precelki w wegańskiej glazurze,"[""precle wegańskie"", ""precelki w polewie roślinnej"", ""precle w glazurze bez nabiału""]"
fd_TSnZSjV8LrRw,"Bób, suszony","[""suszony bób"", ""bób suchy"", ""nasiona bobu""]"
fd_TTM3HsI5RMEZ,"Jogurt waniliowy niskotłuszczowy, słodzony","[""jogurt waniliowy"", ""jogurt wanilia light"", ""jogurt o smaku waniliowym""]"
fd_TTXQqXjUuJmK,Patty melt,"[""zapiekana kanapka z wołowiną"", ""burger na chlebie żytnim"", ""kanapka z kotletem i serem""]"
fd_TUEMnzS3R2Po,Mus czekoladowy z awokado,"[""wegański mus czekoladowy"", ""mus z awokado"", ""deser czekoladowy z awokado""]"
fd_TUbeCWhuzLM4,"Pierś z indyka, bez skóry, gotowana","[""filet z indyka gotowany"", ""indyk bez skóry"", ""pierś indyka ugotowana""]"
fd_TUo49aU8ltg4,Sałatka izraelska,"[""sałatka z ogórka i pomidora"", ""sałatka bliskowschodnia"", ""salatka arabska""]"
fd_TV9lGS3TzQ4D,"Buraki z puszki, odsączone","[""buraki konserwowe"", ""buraczki"", ""burak""]"
fd_TWbajqkRZnJo,Talerz wędzonego indyka,"[""wędzony indyk"", ""indyk z grilla"", ""pierś indyka wędzona""]"
fd_TXKDRX2ZHXlq,Sate kambing,"[""satay z koziny"", ""szaszłyki z jagnięciny"", ""sate z jagnięciny""]"
fd_TYfs7KVe89za,Odżywka białkowa z białka serwatkowego,"[""białko serwatkowe"", ""odżywka białkowa"", ""proszek białkowy"", ""whey""]"
fd_TYxQ8LsXNNe1,Romeu e julieta,"[""pasta z guawy z serem"", ""ser z galaretką z guawy"", ""goiabada com queijo""]"
fd_TZ8m6vkvukmI,"Mięso łosia, surowe","[""łoś surowy"", ""łoś"", ""dziczyzna z łosia""]"
fd_TZElRJplcKYU,Bori cha (herbata z jęczmienia),"[""herbata jęczmienna"", ""boricha"", ""mugicha"", ""napar z prażonego jęczmienia""]"
fd_TZGewp1aJ7E2,"Udka z indyka, surowe","[""podudzia z indyka"", ""nogi indyka"", ""surowe udka indycze""]"
fd_TZaOeGgN1F6Q,Francesinha,"[""kanapka z porto"", ""portugalska zapiekana kanapka"", ""francezinha""]"
fd_TZoX1hphRHga,Tadżin z jagnięciny ze śliwkami,"[""tagine z jagnięciną"", ""marokański gulasz z jagnięciny"", ""tadżin jagnięcy""]"
fd_TaSsq8RFElWv,Wiejski zestaw śniadaniowy,"[""śniadanie wiejskie"", ""zestaw śniadaniowy"", ""śniadanie amerykańskie""]"
fd_TaVcvABYVvKw,Syrop ananasowy,"[""syrop o smaku ananasa"", ""syrop z ananasa"", ""ananasowy syrop do drinków""]"
fd_Tc48wSJtfWOW,Chleb żytni na zakwasie,"[""żytni zakwas"", ""pieczywo żytnie na zakwasie"", ""chleb na zakwasie żytni""]"
fd_TccyM5040Xkz,Hydrolizat białka,"[""białko hydrolizowane"", ""hydrolizat białkowy"", ""hydrolizat serwatki""]"
fd_TdJAKwZ1qk4z,Czarne porzeczki,"[""porzeczki czarne"", ""czarna porzeczka"", ""porzeczki""]"
fd_TeqE6VXthaUI,Rétes,"[""strudel węgierski"", ""zawijaniec z ciasta filo""]"
fd_Tfrqap4VIm6W,Półmisek z mostkiem wołowym,"[""brisket"", ""wędzony mostek wołowy"", ""mostek wołowy z grilla""]"
fd_Tfx13SwonNxe,"Fasola Great Northern, sucha","[""biała fasola great northern"", ""fasola biała sucha"", ""suszona fasola great northern""]"
fd_Th4EkWJlt1kA,Ziti,"[""makaron ziti"", ""rurki makaronowe ziti""]"
fd_ThO1PSSTdvVc,India Pale Ale (IPA),"[""ipa"", ""piwo ipa"", ""india pale ale""]"
fd_TjhIB1GftVmq,Skhug,"[""zhug"", ""ostry sos jemeński"", ""sos skhug""]"
fd_TjlBcPmlozGU,"Sum hodowlany, surowy","[""sum surowy"", ""filet z suma"", ""sum z hodowli""]"
fd_Tju6oSgYsVrK,Wafle ryżowe jabłkowo-cynamonowe,"[""wafel ryżowy z cynamonem"", ""wafle ryżowe smakowe""]"
fd_TkUv4h27FZN0,Tarta cytrynowa,"[""tarta z cytryną"", ""ciasto cytrynowe"", ""tartaletka cytrynowa""]"
fd_TkYVNwKs6Q6h,Tofu jedwabiste,"[""tofu silken"", ""tofu miękkie"", ""tofu japońskie""]"
fd_Tl9WTO8mh5A9,Wrap z indykiem i szpinakiem,"[""tortilla z indykiem"", ""wrap z indykiem"", ""zawijaniec z indykiem i szpinakiem""]"
fd_Tm4sjMKo0DrP,Gofry jagodowe słodzone,"[""gofry z jagodami"", ""wafle jagodowe"", ""gofry słodzone""]"
fd_Tm4wED59cT1u,Naleśniki bezglutenowe,"[""pancakes bezglutenowe"", ""placki bezglutenowe"", ""placuszki bezglutenowe""]"
fd_TmtJY386pV8h,Droëwors,"[""suszona kiełbasa południowoafrykańska"", ""suszona kiełbasa wołowa""]"
fd_TnRpy2eguTY5,Poncz karaibski,"[""poncz owocowy"", ""tropikalny poncz"", ""napój owocowy karaibski""]"
fd_TnT0kuVjhWXJ,Bulion z kości wołowych,"[""rosół na kościach wołowych"", ""wywar wołowy"", ""bulion wołowy""]"
fd_Tnxtz6wy5kR4,Kapusta liściowa collard z puszki,"[""collard greens z puszki"", ""kapusta bezgłowa konserwowa"", ""liście kapusty z puszki""]"
fd_ToRBzVyPGFuT,Konfitura z borówek amerykańskich,"[""dżem jagodowy"", ""konfitura z jagód"", ""dżem z borówek""]"
fd_TobbPKu5g2qe,Makouda,"[""maakouda"", ""marokańskie placki ziemniaczane"", ""krokiety ziemniaczane smażone""]"
fd_TobsJXf1vxPu,Bossam (gotowany boczek wieprzowy),"[""bossam"", ""koreański gotowany boczek"", ""wieprzowina bossam""]"
fd_TokpU45slMzp,Zielone curry,"[""curry zielone"", ""tajskie zielone curry"", ""zielona pasta curry""]"
fd_TpRmBmLcfev7,Lomi,"[""pancit lomi"", ""filipińska zupa z makaronem"", ""gęsta zupa z makaronem jajecznym""]"
fd_TpT3Oal4NUPe,Mrożona herbata,"[""ice tea"", ""herbata mrożona"", ""napój herbaciany""]"
fd_TpVrZ7MPuJVL,Hand roll warzywny,"[""temaki warzywne"", ""sushi w rożku"", ""rożek z warzywami"", ""temaki""]"
fd_Tpc5ZPmJc6WV,Fasolka szparagowa,"[""fasola szparagowa"", ""szparagówka"", ""zielona fasolka""]"
fd_Tprhz0EAro9K,Ciabatta,"[""chleb ciabatta"", ""bułka ciabatta"", ""pieczywo włoskie""]"
fd_Tq2YddGh0KAH,"Edamame, w strąkach","[""edamame"", ""strąki edamame"", ""zielona soja""]"
fd_Tr4fxMENKiPf,"Popcorn do mikrofalówki, niesolony","[""popcorn mikrofalowy bez soli"", ""prażona kukurydza niesolona"", ""popcorn bez soli""]"
fd_TrVzEWq9hQB0,Granola z suszonymi morelami i migdałami,"[""granola morelowo-migdałowa"", ""musli z morelami i migdałami"", ""granola z migdałami""]"
fd_TrYbef2Dcnvk,Smalec wołowy,"[""łój wołowy"", ""tłuszcz wołowy"", ""topiony tłuszcz wołowy""]"
fd_TssigKQSwwtd,Sambousak,"[""sambusak"", ""pierożki z mięsem bliskowschodnie"", ""sambousek""]"
fd_TsvlJvPnRvFy,Miska smoothie na śniadanie,"[""smoothie bowl"", ""miska acai"", ""koktajl w misce""]"
fd_TtFztIuWizEF,"Migdały, prażone","[""migdały opiekane"", ""migdały solone"", ""prażone migdały""]"
fd_TtSrKCdiwtXM,Kabuli pulao z kurczakiem,"[""qabili pulao"", ""afgański ryż z kurczakiem"", ""pilaw afgański""]"
fd_TucxfrNYvjOv,Obiad z pieczonym mięsem,"[""niedzielny obiad"", ""pieczeń z dodatkami"", ""sunday roast""]"
fd_TvMQnfIN90hF,Sałatka owocowa z piankami,"[""sałatka owocowa z marshmallows"", ""deser owocowy z pianką"", ""sałatka z pianek i owoców""]"
fd_TvV5oM4WK8mm,Kanapka z awokado i pomidorem,"[""kanapka z awokado"", ""kanapka pomidor awokado""]"
fd_TvjoccpBpPvz,Bułki ziołowe,"[""bułeczki z ziołami"", ""pieczywo ziołowe"", ""bułki z przyprawami""]"
fd_TvueO6ro0Qtd,Ciemny syrop klonowy,"[""syrop klonowy ciemny"", ""syrop z klonu"", ""klonowy syrop bursztynowy""]"
fd_Tw5lFWAByq4s,Wino Nebbiolo,"[""nebbiolo"", ""wino czerwone nebbiolo"", ""włoskie wino nebbiolo""]"
fd_TwrymQTGk8wW,Fernet z colą,"[""fernet con coca"", ""fernet cola"", ""fernandito""]"
fd_Tx2gzGMNghup,Fondue chinoise,"[""fondue mięsne"", ""fondue w bulionie"", ""fondue""]"
fd_Ty2F5nHr8fyR,Filet mignon,"[""polędwica wołowa"", ""stek z polędwicy"", ""medalion z polędwicy""]"
fd_Tz3BePmPypY5,Gumbo z kurczakiem i kiełbasą,"[""gumbo"", ""zupa gumbo"", ""kreolski gulasz z kurczakiem""]"
fd_Tz3aUydkff2T,Troć jeziorowa wędzona,"[""wędzona troć"", ""troć wędzona na gorąco"", ""ryba wędzona troć""]"
fd_TzJQ20sO2EGg,Chrupkie płatki ryżowe wzbogacane,"[""płatki ryżowe"", ""chrupki ryżowe śniadaniowe"", ""płatki ryżowe wzbogacone witaminami""]"
fd_TzJVv7ohTF4F,Sok warzywny wieloskładnikowy,"[""sok z warzyw"", ""mieszany sok warzywny"", ""napój warzywny""]"
fd_TzLZkVIazMHj,"Makaron z pomidorami i bazylią, gotowany","[""makaron pomidorowy z bazylią"", ""makaron z sosem pomidorowym"", ""spaghetti z bazylią""]"
fd_TzuWSxqXHwnR,Bataty z puszki w syropie,"[""słodkie ziemniaki w syropie"", ""bataty konserwowe"", ""bataty w syropie""]"
fd_U0f9jhmb7O8p,Lizaki z nadzieniem kremowym,"[""lizaki z kremem"", ""lizaki nadziewane"", ""lizak kremowy""]"
fd_U0lPGLlF5ZTM,Krewetki panierowane,"[""smażone krewetki"", ""krewetki w panierce"", ""krewetki w bułce tartej""]"
fd_U10J8r7fAs7C,Giardiniera,"[""włoskie warzywa marynowane"", ""marynowane warzywa po włosku"", ""sałatka z marynowanych warzyw""]"
fd_U1Phh0ZwSIMg,Cuernitos,"[""meksykańskie rogaliki"", ""rogaliki cuernito"", ""słodkie rogaliki""]"
fd_U1T4wCM5Lm1y,Tosty Melba z ziołami,"[""grzanki melba ziołowe"", ""pieczywo melba z ziołami"", ""tosty melba""]"
fd_U1cTCbvCC7rw,Bear claw,"[""drożdżówka z masą migdałową"", ""ciastko z migdałami"", ""duńskie ciastko migdałowe""]"
fd_U1mOV1Yta3dm,Curry z rybą,"[""ryba w curry"", ""indyjskie curry rybne"", ""rybne curry""]"
fd_U2Ah548Ob1HU,"Sum, gotowany","[""sum pieczony"", ""sumik gotowany"", ""filet z suma gotowany""]"
fd_U2njIVuSNVKS,"Filety z mintaja, surowe","[""mintaj surowy"", ""filet z mintaja"", ""mintaj świeży""]"
fd_U3Hz2rd9kjZF,Sos curry,"[""sos curry do frytek"", ""sos curry chiński"", ""lany sos curry""]"
fd_U3SjiUtLq9f0,Sałatka z pieczonych warzyw i farro,"[""sałatka z farro"", ""farro z warzywami"", ""sałatka z kaszą farro"", ""pieczone warzywa z farro""]"
fd_U480Kunsdpe2,Mutabbaq z mięsem,"[""mutabbaq"", ""martabak"", ""placek z mięsem arabski""]"
fd_U49kydmoVu0g,Chanakhi,"[""czanachi"", ""gruzińska potrawka z jagnięciny"", ""gulasz gruziński""]"
fd_U4Jd9ZPYBkAb,"Mięso kozie, surowe","[""koźlina"", ""mięso z kozy"", ""kozina""]"
fd_U4eCUoXYDjk2,Napój sportowy z białkiem i BCAA,"[""izotonik z białkiem"", ""napój izotoniczny z bcaa"", ""drink sportowy białkowy""]"
fd_U5ASqUM7GMEq,Wino Verdicchio,"[""verdicchio"", ""wino białe verdicchio"", ""włoskie wino verdicchio""]"
fd_U5CTwgppinSS,"Ostry sos do steków, słodzony","[""pikantny sos do steków"", ""sos do mięsa ostry"", ""słodko-pikantny sos do steków""]"
fd_U5J5FhPyTAwP,Ciasto drożdżowe do kawy,"[""drożdżówka"", ""placek drożdżowy"", ""babka drożdżowa""]"
fd_U5fcMuiQr5Bd,Komplet lepinja,"[""lepinja"", ""komplet"", ""serbska bułka z kajmakiem""]"
fd_U6HYOb9XfxdZ,Zupa egusi z kurczakiem,"[""egusi"", ""zupa z pestek melona"", ""nigeryjska zupa egusi""]"
fd_U6onJOJDZsKb,Pszenne biszkopty pełnoziarniste w lukrze,"[""płatki pszenne lukrowane"", ""kostki pszenne słodzone"", ""płatki śniadaniowe pszenne""]"
fd_U7c1O6Z9aaSe,Fondue serowe z sera Appenzeller,"[""fondue serowe"", ""fondue szwajcarskie"", ""fondue z sera""]"
fd_U8bHPMos1Gi4,Jareesh,"[""harees"", ""kasza pszenna z mięsem"", ""arabska owsianka pszenna""]"
fd_U9CrnC6KBtgj,Nachos wegańskie,"[""nachos roślinne"", ""nachos bez nabiału"", ""wegetariańskie nachos""]"
fd_UA9huVFh2Ke0,Wrap warzywny,"[""wrap wegetariański"", ""tortilla z warzywami"", ""wrap z warzywami""]"
fd_UAFIz6F3sWMS,Jogurt kokosowy słodzony,"[""jogurt kokosowy"", ""jogurt z mleka kokosowego"", ""deser kokosowy""]"
fd_UAXujhYtfjbB,Mleko słodowe w proszku,"[""napój słodowy w proszku"", ""proszek słodowy"", ""mleczko słodowe""]"
fd_UAqAlGb7KueL,Mieszanka warzywna z puszki,"[""warzywa konserwowe"", ""bukiet warzyw z puszki"", ""mieszanka warzyw konserwowa""]"
fd_UAtyOBzbJhq9,Cheesesteak z papryką,"[""philly cheesesteak"", ""kanapka z wołowiną i serem"", ""kanapka cheesesteak""]"
fd_UBPJKiLoAgZM,Sproszkowane jeżyny,"[""proszek jeżynowy"", ""jeżyny w proszku"", ""liofilizowane jeżyny""]"
fd_UCAoYr82Clbb,Mieszanka suszonych owoców jagodowych,"[""suszone jagody mix"", ""mieszanka suszonych jagód"", ""suszone owoce leśne""]"
fd_UCEGOCkicvvj,Pączek z truskawkową glazurą,"[""pączek truskawkowy"", ""donut truskawkowy"", ""pączek z różową glazurą""]"
fd_UCNRY3Xtmtso,Koktajl proteinowy waniliowy,"[""shake proteinowy"", ""koktajl białkowy wanilia"", ""odżywka białkowa w koktajlu""]"
fd_UChzggLsCoNO,Sos teriyaki bezglutenowy,"[""teriyaki bezglutenowe"", ""bezglutenowy sos teriyaki"", ""sos sojowy teriyaki bez glutenu""]"
fd_UENNtkglEJ9y,Csabai kolbász,"[""kiełbasa węgierska"", ""kiełbasa csabai"", ""węgierska kiełbasa z papryką""]"
fd_UEbXqsuNS4Z6,Sezam,"[""nasiona sezamu"", ""ziarna sezamu"", ""sezam niełuskany""]"
fd_UEogIoCCR23L,Grillowane kotlety jagnięce,"[""kotleciki jagnięce"", ""jagnięcina z grilla"", ""combry jagnięce grillowane""]"
fd_UEwtVPtTKYrJ,Ojakhuri,"[""odżachuri"", ""gruzińska wieprzowina z ziemniakami"", ""mięso z ziemniakami po gruzińsku""]"
fd_UFSUR4bkNK6C,Cebula żółta,"[""cebula"", ""cebula zwyczajna"", ""cebule""]"
fd_UFXvHTgAR7XM,Pikantna sałatka z kurczakiem w stylu południowo-zachodnim,"[""sałatka z kurczakiem"", ""pikantna sałatka drobiowa"", ""sałatka tex-mex z kurczakiem""]"
fd_UFrI121ljFog,Tortilla pełnoziarnista,"[""tortilla razowa"", ""placek tortilla pełnoziarnisty"", ""tortilla z pełnego ziarna""]"
fd_UFsHoKu4Qu4S,Otręby owsiane,"[""otręby z owsa"", ""błonnik owsiany"", ""otręby""]"
fd_UG6FzUfWkERk,Długa kanapka z pieczoną wołowiną i sosem do maczania,"[""kanapka z rostbefem"", ""bagietka z wołowiną i sosem""]"
fd_UGIK0qweWW7I,Batido de mamey,"[""koktajl z mamey"", ""shake mamey"", ""kubański koktajl mleczny""]"
fd_UGnruNIiv4p0,Gulai ayam,"[""indonezyjskie curry z kurczaka"", ""kurczak w mleku kokosowym"", ""curry ayam""]"
fd_UHebcC67niOy,Sałatka z kurczakiem buffalo,"[""pikantna sałatka z kurczakiem"", ""sałatka z kurczakiem w sosie ostrym"", ""kurczak buffalo sałatka""]"
fd_UIFHC6L8nl7r,Sopa de caracol,"[""zupa ze skorupiaków"", ""zupa z konchy"", ""zupa hondurańska""]"
fd_UItJ94ZrPkCP,"Liście rzepy z puszki, odsączone","[""liście rzepy konserwowe"", ""rzepa liście z puszki"", ""botwina z rzepy z puszki""]"
fd_UJ38wt8S1KcJ,Fondue moitié-moitié,"[""fondue serowe"", ""fondue szwajcarskie"", ""ser topiony fondue""]"
fd_UJ5YuSt9LqzD,Saag gosht,"[""curry z jagnięciną i szpinakiem"", ""palak gosht"", ""jagnięcina w szpinaku""]"
fd_UK5dIoPiow7W,Baton figowy,"[""ciastko figowe"", ""batonik z figami"", ""herbatnik z figami""]"
fd_UKDBMoqCjKul,Bajgiel z makiem,"[""bajgiel makowy"", ""obwarzanek z makiem"", ""bajgle z makiem""]"
fd_UKTWZLaW2e86,Shawarma z kurczakiem w picie,"[""kebab z kurczakiem"", ""szawarma"", ""shoarma drobiowa""]"
fd_ULMTlLeGoO0L,Nasiona słonecznika solone,"[""słonecznik solony"", ""pestki słonecznika solone"", ""ziarna słonecznika z solą""]"
fd_ULkcc2tV2kKK,Krakersy solone bezglutenowe,"[""krakersy bezglutenowe"", ""solone krakersy"", ""herbatniki słone bezglutenowe""]"
fd_UMtEi7VJhK4v,"Krab miękkoskorupowy, gotowany","[""krab w miękkiej skorupie"", ""krab miękki gotowany"", ""krab gotowany""]"
fd_UMykLGkn0WQ1,Perrereque,"[""nikaraguańskie ciasto kukurydziane"", ""placek kukurydziany"", ""ciasto z mąki kukurydzianej""]"
fd_UN27XVAmOIPd,Menudo,"[""zupa menudo"", ""meksykański gulasz z flaków"", ""flaki meksykańskie""]"
fd_UN9w45zDi0bN,Jingalov hats,"[""ormiański chleb z ziołami"", ""placek z ziołami"", ""zhingalov hats""]"
fd_UNrhASuZIUIB,Sałatka vinagrete,"[""brazylijska sałatka z pomidorów"", ""vinagrete"", ""sałatka do grilla""]"
fd_UNv2TkkuLsBl,Kawałki kurczaka w sosie miodowo-sriracha,"[""kurczak w sosie sriracha"", ""nuggetsy w sosie miodowym""]"
fd_UO7dIloqYVGy,Kurczak korma,"[""korma z kurczakiem"", ""curry korma"", ""murgh korma""]"
fd_UO7rIeQjykUe,"Banany, mrożone","[""mrożone banany"", ""banan mrożony"", ""banany z mrożonki""]"
fd_UOn0HeHbfy7G,Sałatka szopska,"[""szopska"", ""sałatka bałkańska"", ""sałatka z serem feta i pomidorami""]"
fd_UOoYt4Q0lovw,Lohikeitto,"[""fińska zupa łososiowa"", ""zupa z łososia"", ""zupa rybna ze śmietaną""]"
fd_UP6Y0Oi7DhFN,Conchas,"[""meksykańskie słodkie bułki"", ""pan dulce"", ""bułki muszelki""]"
fd_UPcerkFRsdpI,Chaczapuri adżarskie,"[""chaczapuri"", ""gruziński chlebek z serem"", ""łódka z serem i jajkiem""]"
fd_UPuPMBvSZPUp,Couves refogadas,"[""duszony jarmuż"", ""jarmuż z czosnkiem"", ""brazylijski jarmuż""]"
fd_UPzSH7Y63Boi,Chipsy kukurydziane o obniżonej zawartości sodu,"[""chipsy kukurydziane mało solone"", ""nachosy mniej soli"", ""chipsy kukurydziane niskosodowe""]"
fd_UQ0ZgBfGGmHl,"Pane toscano, czerstwy","[""chleb toskański"", ""czerstwy chleb toskański"", ""pieczywo toskańskie""]"
fd_UQGPlAOPo8X9,Żeberka St. Louis,"[""żeberka wieprzowe"", ""żeberka bbq"", ""żeberka z grilla""]"
